rp_id,x,y,floor,ap0,ap1,ap2,ap3,ap4,ap5,ap6,ap7,ap8
23,-1.61654,-6.58647,1.5,-36.659283702014385,-37.706957049712976,-18.946810691879175,-105.26975363691557,-37.000716574970326,-50.17874494915985,-110,-36.13126586891027,-42.79393240522599
190,5.38346,3.41353,1.5,-49.66201722666461,-51.02376885634744,-37.91957315376269,-110.0,-38.704269080294466,-33.76676162358739,-110,-37.32185233113898,-37.97178724234633
66,-6.61654,-3.58647,1.5,-46.6579691113464,-41.76629993552637,-39.53383573982495,-110.0,-38.523172246115976,-54.26770190100762,-110,-42.26343182796473,-53.943444407570546
91,2.38346,-2.58647,1.5,-43.47052256809648,-70.43488422342797,-45.42792689371944,-110.0,-32.316029960526244,-35.822415094772005,-110,-38.6951190690638,-39.86318222413402
178,-6.61654,3.41353,1.5,-28.39617526874881,-46.56754564374418,-35.30146016949007,-110.0,-61.107708283728954,-41.73702833765711,-110,-39.88389331512997,-46.59820503596664
145,-7.61654,1.41353,1.5,-33.7576630769011,-41.07082837362199,-42.80777798904379,-110.0,-45.60985987014187,-39.8689337371489,-110,-38.34945647712614,-37.77526345151726
209,-7.61654,5.41353,1.5,-33.35829447854154,-66.44822525047667,-37.506525225050936,-110.0,-57.307689985284334,-55.38741429356151,-110,-39.03116017786395,-49.78274667693809
63,6.38346,-4.58647,1.5,-47.59565382875779,-53.18109860002156,-42.634537255899424,-91.57070398963036,-34.28706469498242,-34.23745097374339,-110,-30.523444598617612,-30.031076035192395
181,-3.61654,3.41353,1.5,-38.8631719641028,-42.0148061902014,-38.489181530152585,-110.0,-36.80463679091412,-40.48163026927063,-110,-27.54453796794013,-61.60252696100659
213,-3.61654,5.41353,1.5,-46.30682535488699,-53.22391148500343,-50.97296048201472,-110.0,-52.2845795797476,-52.1166086900355,-110,-35.89909617444354,-42.44061679670931
84,-4.61654,-2.58647,1.5,-35.51146928672353,-41.99006142530353,-42.8465367662308,-110.0,-48.110800098233995,-43.961406519423136,-110,-44.32314762790594,-49.66091896000766
102,-2.61654,-1.58647,1.5,-45.71564672733422,-39.07851899565165,-36.77886757135616,-110.0,-38.576911554045004,-44.04308579576954,-110,-35.67033457042581,-40.144718788703194
121,0.383459,-0.586466,1.5,-45.69491477550371,-44.028152745328704,-46.282445665444904,-110.0,-31.612698552752864,-31.40004473140103,-110,-28.00693988621763,-34.01262249271798
29,4.38346,-6.58647,1.5,-51.92298748395895,-59.51683233215087,-41.37687868301605,-75.37396417063424,-31.903692377537475,-34.623054888904704,-110,-35.813687631805855,-36.11913607873779
19,-5.61654,-6.58647,1.5,-36.52981004029714,-57.041855384146224,-40.47096861028703,-110.0,-45.24477912255126,-42.78817300800679,-110,-40.904853999451376,-46.21184593560658
125,4.38346,-0.586466,1.5,-40.626711277265585,-54.163570817283706,-49.35712991991584,-110.0,-31.624609226850552,-29.67400285783262,-110,-44.786247278335594,-39.255267520407656
140,3.38346,0.413534,1.5,-48.42514668001948,-50.854916035743955,-48.02529088573056,-110.0,-43.41161761577268,-54.86715177171232,-110,-39.146126040329094,-44.08813538773119
123,2.38346,-0.586466,1.5,-46.07553389055427,-66.31284898564601,-65.95434085197007,-110.0,-45.23823422064941,-50.29471637158901,-110,-32.185822155514366,-40.01883838138515
192,7.38346,3.41353,1.5,-54.4747657437337,-58.96575971997293,-36.17693122898995,-110.0,-37.91632399011502,-28.10893754576024,-110,-26.64912924885476,-34.74394920219795
197,-3.61654,4.41353,1.5,-49.3776504935522,-52.225199778366296,-45.683754615900526,-110.0,-46.603295959015405,-57.13019204760979,-110,-30.91183267049138,-51.32883986430821
232,-0.616541,6.41353,1.5,-39.19149313169381,-19.07525558957677,-38.03531411860801,-110.0,-61.75536816468313,-54.16033459869797,-110,-55.91277341964047,-43.15273668831264
99,-5.61654,-1.58647,1.5,-37.96028499712298,-45.03209284252222,-36.688126865109226,-110.0,-45.12105771879055,-43.0036476777661,-110,-44.61671669963977,-38.69602228221728
85,-3.61654,-2.58647,1.5,-33.71448275970517,-50.72617518632491,-45.91129430478006,-110.0,-42.42966790414359,-45.12880558404584,-110,-43.496061138071,-46.92259963302797
35,-5.61654,-5.58647,1.5,-31.818958437461916,-33.60802175723747,-36.88827831034182,-110.0,-28.64713684280318,-48.8363241208006,-110,-43.649516464917575,-31.487511320165588
66,-6.61654,-3.58647,1.5,-48.46699083717483,-41.00404218632252,-35.71604164686916,-110.0,-46.42445018010547,-50.93442223608072,-110,-42.51835693746247,-56.23948486609493
85,-3.61654,-2.58647,1.5,-36.14777305287935,-46.97114593891421,-46.64718820635263,-110.0,-48.905634539195496,-42.46610232408845,-110,-37.726553985931666,-49.05921114289668
181,-3.61654,3.41353,1.5,-43.81502151374338,-39.7869401907074,-41.104282536978594,-110.0,-32.169523352940864,-36.80548405951872,-110,-32.12901862982917,-53.39376675042636
8,-0.616541,-7.58647,1.5,-31.971944467865775,-44.431498394956584,-52.133359403835314,-110.0,-53.601677379029326,-49.20269853526611,-110,-43.25768004879926,-49.40975469778079
38,-2.61654,-5.58647,1.5,-42.78884015662528,-36.288633601941385,-27.335150576766488,-110.0,-32.991201054973644,-43.192536352950846,-110,-41.577523424916784,-38.95442934592584
199,-1.61654,4.41353,1.5,-46.82423067687994,-42.890571537256946,-44.54746677593734,-110.0,-57.50395942321547,-41.7231980431682,-110,-24.420927569079847,-44.99173952860448
142,5.38346,0.413534,1.5,-52.396900402699366,-35.17086390491383,-51.71826004136722,-110.0,-52.74208431731221,-33.6281899642303,-110,-34.93072857373525,-40.36393594166781
222,5.38346,5.41353,1.5,-45.62380255027525,-39.26743467398525,-49.6247528401923,-110.0,-39.40213426148736,-34.75621056427598,-110,-48.45697091674516,-35.0219169944757
205,4.38346,4.41353,1.5,-47.40897712151603,-31.498162628552,-50.31381602181769,-110.0,-38.98769060892354,-46.17052993701148,-110,-44.23017117868007,-41.56907556311733
185,0.383459,3.41353,1.5,-46.679138681417534,-44.6260921918249,-48.84583559566295,-110.0,-34.00054233455707,-29.471821705911196,-110,-28.733290089193744,-34.996009442333204
100,-4.61654,-1.58647,1.5,-42.5885421860257,-38.189861923086035,-36.96978477702902,-110.0,-37.461686832607334,-43.11743122156449,-110,-32.37138680154709,-48.617576055110035
228,-4.61654,6.41353,1.5,-32.56005071242369,-36.471303080855826,-54.15798856892361,-110.0,-66.3248969592687,-62.06858793424676,-110,-52.1745433420606,-51.98700946216985
210,-6.61654,5.41353,1.5,-24.85435944721009,-50.6524526058984,-41.10100217093475,-110.0,-51.62741958432024,-49.180888249545646,-110,-41.57172998273057,-53.106368598581376
162,-6.61654,2.41353,1.5,-32.30954769792363,-41.86139483947631,-37.5693613458382,-110.0,-46.04642565880235,-46.07794230780123,-110,-34.05950425109758,-41.787746271649006
131,-5.61654,0.413534,1.5,-41.78474586368977,-38.43632711978357,-50.91049338291428,-110.0,-39.91413765892779,-42.971199553150115,-110,-41.71056948141284,-45.07257212713031
105,0.383459,-1.58647,1.5,-41.91604268060213,-39.26175407833469,-45.72513887013978,-110.0,-35.38657756381005,-36.482601272252566,-110,-28.730678078535,-42.60652224315409
215,-1.61654,5.41353,1.5,-47.226338552362584,-34.16638239710056,-41.36975194431787,-110.0,-45.01459031370044,-47.69164378337914,-110,-32.17186466386044,-44.41130509046035
136,-0.616541,0.413534,1.5,-38.793384832440225,-36.27111944523375,-36.960073120521834,-110.0,-59.50299499771233,-39.845738825331445,-110,-28.878633219927107,-46.56582403884956
207,6.38346,4.41353,1.5,-45.82157560202938,-50.93136595448672,-57.71209333494227,-110.0,-50.69692119819876,-33.28906303482326,-110,-36.11986807746338,-46.49255469964023
108,3.38346,-1.58647,1.5,-50.17960507343411,-62.04580170605835,-40.29057768742308,-110.0,-41.588653014672595,-42.93925744593437,-110,-41.66786439056709,-36.357897571218146
61,4.38346,-4.58647,1.5,-54.995664281530985,-51.389224514846745,-44.202840468914935,-110.0,-27.758955071541468,-46.52203693325091,-110,-39.47783104008355,-34.29683544499757
20,-4.61654,-6.58647,1.5,-33.880612269197336,-37.81937735595588,-36.26731962612829,-78.6003183055285,-42.54736317327755,-49.27859598757741,-110,-36.04983003015762,-43.18159446366807
91,2.38346,-2.58647,1.5,-40.10753563131655,-67.36458919105219,-47.22576562178646,-110.0,-31.83856056705852,-39.67578310056586,-110,-40.79831949971835,-43.2427238201444
138,1.38346,0.413534,1.5,-58.804751033860825,-49.138215816376835,-36.95901236315459,-110.0,-33.40072836135519,-51.02990898064854,-110,-34.06642007158344,-36.548498709608225
19,-5.61654,-6.58647,1.5,-39.27123221713099,-59.700901657190485,-44.63656298780408,-110.0,-45.8206676108678,-47.232214418580305,-110,-41.91662659945874,-43.82931508994304
188,3.38346,3.41353,1.5,-67.13558187942488,-46.50144128730555,-45.70358057329449,-110.0,-51.78974303450327,-45.112657129014224,-110,-30.10676299814619,-37.04419290913503
186,1.38346,3.41353,1.5,-46.35565695937467,-55.46287455617632,-53.2468203114672,-110.0,-31.623537594212365,-37.61886255090866,-110,-24.92738729763748,-43.95843873926084
9,0.383459,-7.58647,1.5,-46.64054908178605,-45.65718286284418,-29.730619846592987,-110.0,-30.889681997011863,-26.152089269379974,-110,-39.130143619950125,-29.80264737231883
148,-4.61654,1.41353,1.5,-37.0702651312447,-38.82118058274113,-46.73729376967476,-110.0,-60.08270195099581,-35.89739984502692,-110,-33.920824027606585,-45.79058836126887
206,5.38346,4.41353,1.5,-58.278198492765874,-35.59917096962084,-52.35187973303446,-110.0,-48.48535798321228,-34.80320740652353,-110,-33.74374832933577,-40.89666494983322
14,5.38346,-7.58647,1.5,-48.14676035669099,-53.24232052326768,-42.58415433586402,-110.0,-37.75221615594436,-37.11136799099853,-110,-42.49492931234674,-29.898167510807937
49,-7.61654,-4.58647,1.5,-45.05046536376086,-34.061454393523505,-39.11567065010973,-110.0,-42.64960723790176,-52.165422045078536,-110,-46.76255918193371,-37.21021896153735
9,0.383459,-7.58647,1.5,-50.46275804227329,-47.44522671803622,-25.870047103035244,-110.0,-28.093358068349048,-33.83489224195785,-110,-41.91156137333313,-28.577208578343416
161,-7.61654,2.41353,1.5,-31.44061010270479,-53.323260051559586,-42.879423320602335,-110.0,-40.6775212315777,-38.96997606990096,-110,-29.098441994348683,-45.88860421013408
219,2.38346,5.41353,1.5,-53.500312257335665,-37.69869778004123,-55.70863789304866,-110.0,-44.464698271082355,-36.949684675229,-110,-38.77108913683135,-38.58764701009608
57,0.383459,-4.58647,1.5,-56.97094346473067,-46.13551132400141,-48.613380799478385,-110.0,-38.30055817880597,-40.177427907970085,-110,-31.727445461655307,-48.70567094156389
58,1.38346,-4.58647,1.5,-36.69198042248433,-58.77217867198659,-42.8072676613772,-110.0,-31.52063654151023,-28.536977222894585,-110,-41.086612820566586,-34.74431309324204
84,-4.61654,-2.58647,1.5,-36.91722259553495,-39.12875552174469,-38.63152014393293,-110.0,-42.285271805840594,-46.98567061946178,-110,-40.614914679711745,-54.79423213435373
161,-7.61654,2.41353,1.5,-33.23982629307143,-55.88571431458889,-41.97180016277898,-110.0,-42.011202782041025,-36.41185129457534,-110,-35.14201292892015,-45.93616596111296
12,3.38346,-7.58647,1.5,-40.20899446026479,-45.32649945359143,-47.337725436918106,-76.57639654513775,-44.57110470349149,-46.45391161682622,-110,-42.31371572514467,-42.92060450279622
168,-0.616541,2.41353,1.5,-44.60724195429574,-42.80807109997213,-37.325620255041805,-110.0,-46.48581139101108,-37.997091125458745,-110,-28.014350034108222,-41.00323090107464
54,-2.61654,-4.58647,1.5,-51.37879025813769,-39.58927942474884,-44.55986108122835,-110.0,-33.9248932017595,-43.04458482453185,-110,-49.876898618000126,-45.182198008937874
153,0.383459,1.41353,1.5,-50.51109896987331,-56.980313019903576,-43.669827490346094,-110.0,-32.61169103045009,-30.214093616834724,-110,-28.42082521799657,-33.498497922874115
125,4.38346,-0.586466,1.5,-39.37002550831324,-49.62880560672193,-35.68524923835205,-110.0,-32.995434182235115,-21.05470380220678,-110,-44.05285255938119,-44.16843787484009
238,5.38346,6.41353,1.5,-58.88172977585435,-36.08173132997891,-45.59297970037581,-110.0,-41.791013864300965,-34.689699570991245,-110,-39.969854586851326,-46.68616763448726
93,4.38346,-2.58647,1.5,-47.55750221317343,-69.1783983470482,-39.3914185441931,-110.0,-29.723609618902692,-39.27858562568317,-110,-35.08137956911848,-50.00183982716099
51,-5.61654,-4.58647,1.5,-33.933222081869104,-40.83650151384091,-43.9207750410546,-110.0,-29.428052638817277,-44.07443195960383,-110,-47.84113967343971,-50.705556223817105
233,0.383459,6.41353,1.5,-36.13878045818923,-28.056654360182385,-41.672337694486515,-110.0,-45.62495076345046,-38.11421132766724,-110,-41.333411642962254,-42.49720401554964
213,-3.61654,5.41353,1.5,-49.910125247482696,-48.5049904998558,-52.4055987107649,-110.0,-58.51715633613561,-47.47432272821983,-110,-35.588364585087696,-46.07771564813962
223,6.38346,5.41353,1.5,-48.5182218039971,-41.27008282671459,-54.33334269720538,-110.0,-50.99719234118229,-45.33187588722564,-110,-34.45135259701465,-49.35411313217368
59,2.38346,-4.58647,1.5,-45.30014301364269,-61.101480241986465,-36.27714511265304,-110.0,-30.432423771642306,-37.63885726186859,-110,-41.642453705355834,-39.39345100685233
239,6.38346,6.41353,1.5,-58.40939174063883,-32.19860593634937,-64.33575253926227,-110.0,-34.39961975288978,-33.76264824864989,-110,-47.78342267094909,-33.73851231297821
135,-1.61654,0.413534,1.5,-37.913497939003584,-37.44107076977472,-36.09929835817667,-110.0,-52.60305050135377,-40.63810475751956,-110,-31.301142185746613,-46.72383389434022
190,5.38346,3.41353,1.5,-53.95823249255155,-50.211563412264454,-42.52094554293739,-110.0,-36.49943481429309,-29.3364631151071,-110,-35.61066627631842,-37.70111082255165
195,-5.61654,4.41353,1.5,-25.10083641319103,-44.2174032447241,-44.759098887387,-110.0,-40.73381327131416,-46.13551376190651,-110,-33.26586499566698,-59.59492291023839
225,-7.61654,6.41353,1.5,-20.841980912401272,-40.27433980547756,-45.45705788413708,-110.0,-66.47564649980858,-53.434518271682165,-110,-50.14747583372593,-45.105249701342395
13,4.38346,-7.58647,1.5,-46.83469518210281,-46.0475533644735,-49.65104807906108,-110.0,-42.16835459181862,-41.21942041592928,-110,-37.04161688510695,-43.29158615755676
238,5.38346,6.41353,1.5,-59.9604307507464,-36.05110501184328,-37.504522305476186,-110.0,-36.82674882423022,-32.10581587491017,-110,-37.14161554369747,-38.87928169378039
216,-0.616541,5.41353,1.5,-56.56377046569837,-20.884417601757104,-36.178923627528654,-110.0,-53.14871498632384,-56.25518116543084,-110,-41.630045736481186,-54.30371098801172
158,5.38346,1.41353,1.5,-59.50202131883751,-62.59731318621772,-43.159597702836734,-110.0,-35.012498996145794,-46.80369348710313,-110,-45.387828909568746,-44.00533643497628
149,-3.61654,1.41353,1.5,-35.545286183521576,-44.38744833527659,-34.71662630292214,-110.0,-47.51888551421196,-43.29144073027834,-110,-36.84340387880261,-49.5142488781051
192,7.38346,3.41353,1.5,-51.68327512353529,-52.07183055659244,-43.49148502652771,-110.0,-39.13563288955781,-20.314838174497098,-110,-31.26465941044732,-37.66822246793488
222,5.38346,5.41353,1.5,-47.92494557045323,-41.74800957110529,-58.057558769176936,-110.0,-35.71472525634137,-36.46557626837404,-110,-43.592560414013754,-29.466830388000496
86,-2.61654,-2.58647,1.5,-42.64609573238233,-38.590890557034605,-29.48811857515799,-110.0,-37.77918109102376,-42.582511285471064,-110,-41.88670741425942,-48.34927993877214
168,-0.616541,2.41353,1.5,-50.06751626002043,-39.50978721258869,-38.86285198268836,-110.0,-43.97699587792032,-34.19149741815631,-110,-28.394177242953752,-39.37087109125831
220,3.38346,5.41353,1.5,-38.24454063401599,-30.911079847229217,-50.580620700128776,-110.0,-38.12299237440058,-42.99094439038927,-110,-43.095228255987365,-45.13925863253691
223,6.38346,5.41353,1.5,-50.546345019186525,-36.935255453618915,-57.76231577509027,-110.0,-55.770787329382294,-40.00698252931714,-110,-41.557221403378335,-39.90320236911456
103,-1.61654,-1.58647,1.5,-33.753694965952434,-34.595043027080706,-38.64559718558055,-110.0,-50.021592812246936,-44.914849098252034,-110,-35.92659362206243,-50.36050763409534
222,5.38346,5.41353,1.5,-44.53430170520406,-39.42066217280585,-54.45344329470892,-110.0,-44.33316796582982,-40.60092925129043,-110,-38.409673526305816,-33.89498192370811
71,-1.61654,-3.58647,1.5,-36.621808105361254,-54.501650877788464,-31.0365092655486,-110.0,-41.968655910243584,-57.3757356167905,-110,-39.081588101030114,-55.41644056330812
22,-2.61654,-6.58647,1.5,-38.35671757521457,-47.335869617349424,-33.95121525429849,-81.83918544198364,-33.59147036942863,-34.23512939782849,-110,-34.316980098012635,-47.87538233360162
84,-4.61654,-2.58647,1.5,-39.123411062603545,-42.03266210043856,-39.126980450069894,-110.0,-44.39184371663346,-45.825641754123154,-110,-41.576004283134054,-53.406902227161055
89,0.383459,-2.58647,1.5,-49.242053782035285,-55.40636794969919,-48.20604564244949,-110.0,-29.24545873803799,-36.146643367961616,-110,-31.178606525155484,-33.713237778977096
188,3.38346,3.41353,1.5,-65.2091935841018,-38.904553819331355,-46.30904697441187,-110.0,-46.64214321660363,-45.25973179764937,-110,-28.189073327193796,-43.70385315191524
147,-5.61654,1.41353,1.5,-53.66007436834904,-35.85487860449359,-27.855604985816356,-110.0,-49.35866790022638,-35.89427618108926,-110,-32.021703816142896,-62.16333272689407
222,5.38346,5.41353,1.5,-43.69417573487155,-43.4067544544316,-47.69036379858077,-110.0,-39.062812796101355,-33.75090889494438,-110,-49.33908022124806,-32.260270569494416
196,-4.61654,4.41353,1.5,-36.78471754582016,-61.32315367112698,-36.89205682857612,-110.0,-46.32296717084333,-50.35596464270396,-110,-35.71351584755201,-40.128679845809735
78,5.38346,-3.58647,1.5,-54.74638323125527,-57.99406379888748,-61.59180350151623,-110.0,-35.07875513480486,-38.000710648251925,-110,-31.247040494412516,-31.07417693016168
184,-0.616541,3.41353,1.5,-54.86210569451891,-34.98720628868827,-31.751333726177073,-110.0,-47.32177764967914,-35.83741508827903,-110,-28.66303619190153,-48.717109986645
121,0.383459,-0.586466,1.5,-44.20595755070351,-45.8517098258755,-43.9515445567503,-110.0,-35.30842327086466,-36.823602969847414,-110,-35.971666985151735,-33.84119819350073
130,-6.61654,0.413534,1.5,-31.26274541442205,-40.33520680604601,-47.48795497416964,-110.0,-39.52595546566072,-43.57424754823562,-110,-42.349636420171294,-59.44735982497506
163,-5.61654,2.41353,1.5,-35.72270989304789,-45.284564282421925,-43.81404970473841,-110.0,-46.9907736165361,-53.03459537890272,-110,-35.573341855925484,-43.354970016159555
141,4.38346,0.413534,1.5,-46.3056316924301,-53.24532028573552,-46.10442621363415,-110.0,-37.80773712421303,-37.54592547189112,-110,-33.275516808251496,-37.53260895920896
50,-6.61654,-4.58647,1.5,-49.77869270416043,-34.21711213332769,-29.846700565713576,-110.0,-44.291129101839985,-40.225878406735546,-110,-36.85941879289591,-42.010506323271656
81,-7.61654,-2.58647,1.5,-40.39001407199159,-41.2960237945458,-40.90558241971713,-110.0,-49.23193741173409,-48.269950262060576,-110,-46.661492666434675,-59.636621291321354
130,-6.61654,0.413534,1.5,-37.15266718710062,-44.8869832563234,-51.11088436591967,-110.0,-39.56320534492128,-40.15365950177687,-110,-39.50916872733532,-57.447958959746714
42,1.38346,-5.58647,1.5,-44.963947405305646,-49.1093454753619,-33.13302022355684,-92.27858781434536,-30.19941385811392,-34.165701322963045,-110,-43.47010200050526,-33.7770197982069
89,0.383459,-2.58647,1.5,-43.63697167182177,-53.293771371413854,-45.91998001584205,-110.0,-34.76042957713773,-39.86017888355694,-110,-28.925597543020675,-39.68549700289197
94,5.38346,-2.58647,1.5,-42.04762330277694,-46.04551713606505,-38.41618545498083,-110.0,-46.8771578272445,-46.398663799298674,-110,-32.710938015399165,-39.23968511197248
220,3.38346,5.41353,1.5,-42.06830752950489,-39.685540014643344,-51.34557729980681,-110.0,-39.31222954619529,-37.616004338640174,-110,-34.30822341409397,-43.6212113679373
191,6.38346,3.41353,1.5,-54.52382665780293,-58.72718451332333,-53.23917779266243,-110.0,-48.948832733454225,-39.52473149818984,-110,-36.75258500493391,-49.344217046822045
139,2.38346,0.413534,1.5,-52.05014009539056,-56.8740300766909,-49.98546929846374,-110.0,-36.562925021042574,-33.99064860949594,-110,-36.77742611118226,-41.14082028103902
179,-5.61654,3.41353,1.5,-33.03047574647678,-38.009672584642416,-35.06442395674838,-110.0,-45.92688472421096,-41.1521897258873,-110,-35.490261077256804,-44.92252396592771
103,-1.61654,-1.58647,1.5,-31.071730938757888,-40.94225629530044,-36.72846860639792,-110.0,-47.4844546457039,-47.97156851992645,-110,-41.65179418526549,-58.34652526233857
206,5.38346,4.41353,1.5,-56.53711791295642,-32.02856594224365,-50.8168106918888,-110.0,-48.044022656329,-40.38031544079638,-110,-35.08177431159263,-41.62321486694596
238,5.38346,6.41353,1.5,-59.84674235447898,-37.30757827262834,-40.27002138428373,-110.0,-41.007473484116375,-34.20093443084308,-110,-34.97975978553135,-42.67905791817074
58,1.38346,-4.58647,1.5,-43.02172570848752,-55.35768654241557,-37.63147543993185,-110.0,-30.599753640839545,-36.8572773526798,-110,-49.67876476763147,-35.251916977723724
95,6.38346,-2.58647,1.5,-58.138888960024914,-49.49357791441896,-42.86268125493225,-110.0,-35.92551513518765,-51.368475279378146,-110,-35.30702555511718,-35.349659290611676
218,1.38346,5.41353,1.5,-48.08949885543148,-34.704428082142385,-49.893275916584464,-110.0,-40.68680299324662,-52.06193492807808,-110,-35.01557827790828,-45.26081120441912
165,-3.61654,2.41353,1.5,-32.63827681095169,-32.934827066577,-31.707843727738616,-110.0,-36.68182324779035,-58.96207277287295,-110,-36.07280763262741,-45.193505889501814
83,-5.61654,-2.58647,1.5,-36.54086082553988,-35.931547966568964,-35.12419083728392,-110.0,-37.14576853983501,-35.8145388003809,-110,-32.13056308892151,-35.53788160688491
86,-2.61654,-2.58647,1.5,-41.634193510605485,-41.05893288468885,-27.51466019334361,-110.0,-42.08008783105596,-40.55670004688632,-110,-39.724770514640674,-51.74930525409407
203,2.38346,4.41353,1.5,-52.25379638061656,-46.19418422225043,-61.66363329374122,-110.0,-38.41376812102581,-37.323071306775894,-110,-46.44585992373779,-27.82789283105773
186,1.38346,3.41353,1.5,-48.56390087330887,-41.82378516082453,-48.55670836706644,-110.0,-31.455454984565975,-32.49808202074394,-110,-25.30117557302582,-38.7411795664601
24,-0.616541,-6.58647,1.5,-31.042521531736742,-39.14712040376591,-34.679951855089755,-103.31260737045493,-29.690772172950833,-62.058502149709994,-110,-42.553821194310466,-53.235425092609816
102,-2.61654,-1.58647,1.5,-47.334271430545115,-38.30274913578652,-35.961341070674976,-110.0,-40.472955815949234,-39.424647221056055,-110,-35.070004171267186,-40.67512198775365
205,4.38346,4.41353,1.5,-39.783937272727904,-34.91321199308701,-47.89221752194742,-110.0,-42.02265789295118,-46.78733520176911,-110,-47.72543294284891,-42.34720062813807
184,-0.616541,3.41353,1.5,-56.70309371570053,-31.81412423102204,-33.344242337001546,-110.0,-43.66750372205934,-34.29754343122199,-110,-30.508731744382803,-46.31398238696995
3,-5.61654,-7.58647,1.5,-41.84608133254625,-55.721204796046386,-36.44228369779768,-110.0,-27.48319858431447,-44.883999277472086,-110,-36.15419876122391,-42.70026407463279
149,-3.61654,1.41353,1.5,-41.565715764223675,-46.133715565231185,-40.565903997919406,-110.0,-49.21207886440277,-42.17152650558292,-110,-39.45962122462175,-55.358623112434245
162,-6.61654,2.41353,1.5,-35.96581096223894,-41.66245991253426,-43.38603329668754,-110.0,-50.22308886298309,-39.62905850189735,-110,-36.11160711490105,-40.29123595683233
225,-7.61654,6.41353,1.5,-31.40212498047333,-40.389766773180895,-43.075016648098064,-110.0,-63.67712944819215,-53.69523241731867,-110,-54.1592841315726,-46.76414138701183
40,-0.616541,-5.58647,1.5,-56.792029911615046,-49.391859603572755,-33.292681402131585,-110.0,-41.23433871936716,-38.95329993300298,-110,-46.92482026085653,-47.215500251239554
87,-1.61654,-2.58647,1.5,-40.46751000593542,-37.88486928222589,-46.066774515712645,-110.0,-45.09234451030286,-46.137996716412296,-110,-33.301341195369794,-36.85150058601742
38,-2.61654,-5.58647,1.5,-37.35077359132091,-36.09171371835768,-28.974091126861623,-110.0,-31.87605245209053,-48.48696958655348,-110,-46.34246275568709,-36.976485795982875
42,1.38346,-5.58647,1.5,-51.03164065007294,-47.96760904334217,-35.751882201084534,-89.82692164420472,-29.331396357022633,-37.32163526799598,-110,-40.13571533688035,-29.782571263914576
215,-1.61654,5.41353,1.5,-43.61348018761456,-36.572768280442325,-39.3422569276334,-110.0,-42.79938305424515,-46.00114316326132,-110,-28.233276314013615,-49.77283560483231
198,-2.61654,4.41353,1.5,-47.80066463119026,-38.11800676396034,-44.23517457528466,-110.0,-52.985464675875214,-43.8268004720283,-110,-24.945306334467684,-44.53389715384626
186,1.38346,3.41353,1.5,-43.98748329935119,-52.78862741265963,-48.0419090638894,-110.0,-32.157976320101135,-29.2650106210097,-110,-25.60701012354226,-44.1192869696898
112,7.38346,-1.58647,1.5,-45.21359651126431,-40.02409146313425,-37.842693402508765,-110.0,-38.205554140509435,-42.80456689178694,-110,-33.02892187965209,-35.89205746374262
134,-2.61654,0.413534,1.5,-39.810201157716975,-39.189609129164445,-48.09704445837174,-110.0,-43.29258594234258,-33.140812531566226,-110,-29.276101553186543,-51.075127465217506
53,-3.61654,-4.58647,1.5,-33.46901218349807,-34.18238868701442,-25.99413289893045,-110.0,-39.929732285899775,-43.41023535085779,-110,-41.03305962034582,-61.00560904102577
131,-5.61654,0.413534,1.5,-30.627526179080743,-33.514968377269646,-51.706196549190345,-110.0,-38.63969456580488,-42.27940669525707,-110,-44.872905859552674,-44.13078336469101
125,4.38346,-0.586466,1.5,-42.62176276603227,-44.6446440018465,-50.783732159969944,-110.0,-32.80391697615224,-27.484690002380756,-110,-41.63688040095677,-42.5707109491589
146,-6.61654,1.41353,1.5,-39.63667402166658,-50.08186092524922,-35.98817277303608,-110.0,-51.93083714210254,-33.11171848241373,-110,-38.635569078774665,-40.84136650455288
45,4.38346,-5.58647,1.5,-47.68735289595501,-46.764734743541645,-32.191193327275734,-97.51092730585484,-23.97235292015359,-35.69731567728613,-110,-42.436368915964216,-36.08931552379422
240,7.38346,6.41353,1.5,-59.37482922850446,-31.728736496231104,-50.728236685428286,-110.0,-53.03775189984463,-35.94556821434645,-110,-32.53575709968518,-40.6760105169621
15,6.38346,-7.58647,1.5,-51.37688811356609,-41.90383613687668,-40.552455953877136,-80.43327418919624,-39.359835810940595,-36.06847957776537,-110,-50.825728898745595,-33.527963330338174
37,-3.61654,-5.58647,1.5,-35.16529733782139,-36.62665247926438,-27.176855791126847,-110.0,-32.64250431755939,-49.359654898994705,-110,-51.249557523433445,-33.972646306983975
88,-0.616541,-2.58647,1.5,-58.1167019428347,-30.383590481541635,-39.504637351181245,-110.0,-67.78553000802177,-48.14658458266767,-110,-27.57332839379889,-43.44296389101317
169,0.383459,2.41353,1.5,-42.1939732983614,-53.00093867637315,-44.578469683387105,-110.0,-38.01320199075841,-26.5989687803608,-110,-26.45941154616879,-69.02095378972372
22,-2.61654,-6.58647,1.5,-37.8349800477314,-49.63518104276376,-30.005183070073052,-82.91494503085038,-41.5632970945849,-36.03395843602356,-110,-32.730387939373365,-54.518589499020294
52,-4.61654,-4.58647,1.5,-42.294455252134895,-40.9658671275783,-37.461873115533145,-110.0,-44.72545300050247,-40.66824368564156,-110,-44.35399544144504,-68.3580407668169
183,-1.61654,3.41353,1.5,-45.467992357701306,-33.65522640050855,-41.30838486078372,-110.0,-50.3714476102927,-35.00131040772213,-110,-28.632750467680516,-40.08425897696994
